NIMI ;OSOITE;POSTINUMERO;KUNTA;LUVAN ALKUPÄIVÄ;LUVAN SELITE;OSASTON NIMI;ASIAKASPAIKAT;
Ruissalon telakka;Hevoskarintie 23;20100;Turku;20.4.2018;Ann.lupa sis. vähittäismyynnin;Estlander 2;400;
Ruissalon telakka;Hevoskarintie 23;20100;Turku;20.4.2018;Ann.lupa sis. vähittäismyynnin;Parkkiterassi;600;
Ruissalon telakka;Hevoskarintie 23;20100;Turku;20.4.2018;Ann.lupa sis. vähittäismyynnin;Lindblom grilli;150;
Ruissalon telakka;Hevoskarintie 23;20100;Turku;20.4.2018;Ann.lupa sis. vähittäismyynnin;Hättästen terassi;150;
Ruissalon telakka;Hevoskarintie 23;20100;Turku;20.4.2018;Ann.lupa sis. vähittäismyynnin;Westin terassi;400;
Ruissalon telakka;Hevoskarintie 23;20100;Turku;20.4.2018;Ann.lupa sis. vähittäismyynnin;Lindblom terassi;1000;
Ruissalon telakka;Hevoskarintie 23;20100;Turku;20.4.2018;Ann.lupa sis. vähittäismyynnin;Al Mare terassi;200;
Ruissalon telakka;Hevoskarintie 23;20100;Turku;20.4.2018;Ann.lupa sis. vähittäismyynnin;Stenbäck;150;
Ruissalon telakka;Hevoskarintie 23;20100;Turku;20.4.2018;Ann.lupa sis. vähittäismyynnin;Hättästen;150;
Ruka Peak;Juhannuskalliontie 27 A;93830;Kuusamo;10.9.2014;Anniskelu A, kaikki alkoholijuomat;Club Pirunkirkko 1. krs.;30;
Ruka Peak;Juhannuskalliontie 27 A;93830;Kuusamo;10.9.2014;Anniskelu A, kaikki alkoholijuomat;Club Pirunkirkon Aurinkoterassi;70;
Ruka Peak;Juhannuskalliontie 27 A;93830;Kuusamo;10.9.2014;Anniskelu A, kaikki alkoholijuomat;Viinikellari 1. krs.;20;
Ruka Peak;Juhannuskalliontie 27 A;93830;Kuusamo;10.9.2014;Anniskelu A, kaikki alkoholijuomat;Kiuta oleskelut., parveke ja sauna;17;
Ruka Peak;Juhannuskalliontie 27 A;93830;Kuusamo;10.9.2014;Anniskelu A, kaikki alkoholijuomat;Saunaosaston oleskelutila;15;
Ruka Peak;Juhannuskalliontie 27 A;93830;Kuusamo;10.9.2014;Anniskelu A, kaikki alkoholijuomat;Piha-alue;100;
Ruka Peak;Juhannuskalliontie 27 A;93830;Kuusamo;10.9.2014;Anniskelu A, kaikki alkoholijuomat;Saunamaailman paljuterassi;15;
Ruka Peak;Juhannuskalliontie 27 A;93830;Kuusamo;10.9.2014;Anniskelu A, kaikki alkoholijuomat;Koulutuskeittiö/kurssit 1. krs.;12;
Ruka Peak;Juhannuskalliontie 27 A;93830;Kuusamo;10.9.2014;Anniskelu A, kaikki alkoholijuomat;Vastaanoton aulatila 2. krs.;25;
Ruka Peak;Juhannuskalliontie 27 A;93830;Kuusamo;10.9.2014;Anniskelu A, kaikki alkoholijuomat;Huippukabinetti 3.krs.;20;
Ruka Peak;Juhannuskalliontie 27 A;93830;Kuusamo;10.9.2014;Anniskelu A, kaikki alkoholijuomat;Huipputerassi 3.krs;25;
Ruka Peak;Juhannuskalliontie 27 A;93830;Kuusamo;10.9.2014;Anniskelu A, kaikki alkoholijuomat;Saunamaailma, 2 kpl saunoja;7;
Rump N Ribs;Uusikatu 20;90100;Oulu;15.5.2018;Anniskelu A, kaikki alkoholijuomat;Ravintola;49;
Rumpan Bar;Högsårabyväg 86;25960;Kemiönsaari;1.5.2018;Ann.lupa sis. vähittäismyynnin;Uteservering;115;
Rumpan Bar;Högsårabyväg 86;25960;Kemiönsaari;1.5.2018;Ann.lupa sis. vähittäismyynnin;Bar;24;
Rumpan Bar;Högsårabyväg 86;25960;Kemiönsaari;1.5.2018;Ann.lupa sis. vähittäismyynnin;Bastu;10;
Runebergin Pizza-Kebab;Runeberginkatu 50;260;Helsinki;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Terassi;8;
Runebergin Pizza-Kebab;Runeberginkatu 50;260;Helsinki;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Sali;35;
Ruohokari, Odensaari, selvitettävä;Odensaari;21250;Masku;23.6.2014;Anniskelu A, kaikki alkoholijuomat;Terassi 2;25;
Ruohokari, Odensaari, selvitettävä;Odensaari;21250;Masku;23.6.2014;Anniskelu A, kaikki alkoholijuomat;Terassi 1;40;
Ruohokari, Odensaari, selvitettävä;Odensaari;21250;Masku;23.6.2014;Anniskelu A, kaikki alkoholijuomat;Rakennus;20;
Ruoholahden Palloiluhalli;Kellosaarenkatu 3;180;Helsinki;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Saunaosasto;40;
Ruoholahden Palloiluhalli;Kellosaarenkatu 3;180;Helsinki;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Terassi, 3. krs;15;
Ruoholahden Palloiluhalli;Kellosaarenkatu 3;180;Helsinki;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Terassi, 2. krs;20;
Ruoholahden Palloiluhalli;Kellosaarenkatu 3;180;Helsinki;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Terassi, 1. krs;20;
Ruoholahden Palloiluhalli;Kellosaarenkatu 3;180;Helsinki;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Sali;40;
Ruok Burger Ruka;Rukankyläntie 6;93830;Kuusamo;20.11.2017;Anniskelu A, kaikki alkoholijuomat;Terassi;25;
Ruok Burger Ruka;Rukankyläntie 6;93830;Kuusamo;20.11.2017;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;40;
Ruoka- ja juhlapalvelu Jenni Mäkima;Huuskantie 2;21380;Aura;23.1.2017;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;60;
Ruokakeidas;Asemakatu 1;86300;Oulainen;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Kabinetti;22;
Ruokakeidas;Asemakatu 1;86300;Oulainen;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;66;
Ruokala-Kahvila Metso;Kinnulantie 725;69450;Lestijärvi;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Sali;36;
Ruokala-Kahvila Metso;Kinnulantie 725;69450;Lestijärvi;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Terassi;50;
Ruokapalvelu Herkkuhetki;Seminaarinkatu 2;87100;Kajaani;1.9.2020;Anniskelu A, kaikki alkoholijuomat;Lounassali;100;
Ruokapalvelu Herkkuhetki;Seminaarinkatu 2;87100;Kajaani;1.9.2020;Anniskelu A, kaikki alkoholijuomat;Kahvila;80;
Ruokaravintola Amanda;Pirnankatu 4 Forum;78200;Varkaus;16.2.1987;Anniskelu A, kaikki alkoholijuomat;Sali;65;
Ruokaravintola Amanda;Pirnankatu 4 Forum;78200;Varkaus;16.2.1987;Anniskelu A, kaikki alkoholijuomat;Kartano;75;
Ruokaravintola Haapalanpuisto;Kotikouluntie 1;66300;Kurikka;1.11.2018;Ann.lupa sis. vähittäismyynnin;Lasipalatsi;28;
Ruokaravintola Haapalanpuisto;Kotikouluntie 1;66300;Kurikka;1.11.2018;Ann.lupa sis. vähittäismyynnin;Ravintolasali;165;
Ruokaravintola Ranch;Kauppakatu 26;87100;Kajaani;10.12.2005;Anniskelu A, kaikki alkoholijuomat;Kabinetti;40;
Ruokaravintola Ranch;Kauppakatu 26;87100;Kajaani;10.12.2005;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;70;
Ruokaravintola Ranch;Kauppakatu 26;87100;Kajaani;10.12.2005;Anniskelu A, kaikki alkoholijuomat;Terassi;40;
Ruokastudio Almanakka;Kopernikuksentie 1;130;Helsinki;5.12.2017;Anniskelu A, kaikki alkoholijuomat;Terassi;40;
Ruokastudio Almanakka;Kopernikuksentie 1;130;Helsinki;5.12.2017;Anniskelu A, kaikki alkoholijuomat;Ruokastudio;24;
Ruokkeen Lomakylä;Ruokkeentie 58;59800;Kitee;1.6.1993;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;90;
Ruokkeen Lomakylä;Ruokkeentie 58;59800;Kitee;1.6.1993;Anniskelu A, kaikki alkoholijuomat;Ulkoterassi;206;
Ruokki;Antinkatu 13;28100;Pori;20.6.2017;Anniskelu A, kaikki alkoholijuomat;Terassi;8;
Ruokki;Antinkatu 13;28100;Pori;20.6.2017;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;36;
Ruokki;Antinkatu 13;28100;Pori;20.6.2017;Anniskelu A, kaikki alkoholijuomat;Alakerta;14;
Ruokoniemen leirintä;Ruokoniementie 4;41520;Hankasalmi;17.4.2014;Anniskelu A, kaikki alkoholijuomat;Terassi;75;
Ruokoniemen leirintä;Ruokoniementie 4;41520;Hankasalmi;17.4.2014;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;25;
Ruokotaipaleen lava;Ruokotaipaleentie;52230;Puumala;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Ruokotaipaleen lavan kahvio;56;
Ruosniemen Panimon Taproom;Hyveläntie 20;28200;Pori;12.7.2019;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;20;
Ruosniemen Panimon Taproom;Hyveläntie 20;28200;Pori;12.7.2019;Anniskelu A, kaikki alkoholijuomat;VIP-alue (14.-15.8.20 klo 14-01);150;
Ruosniemen Panimon Taproom;Hyveläntie 20;28200;Pori;12.7.2019;Anniskelu A, kaikki alkoholijuomat;Terassi;30;
Ruosniemen Panimon Taproom;Hyveläntie 20;28200;Pori;12.7.2019;Anniskelu A, kaikki alkoholijuomat;Anniskelualue (14.-15.8. klo 14-01);500;
Ruoveden Rantaravintola;Laivarannantie 5;34600;Ruovesi;10.6.2020;Anniskelu A, kaikki alkoholijuomat;Terassi B;20;
Ruoveden Rantaravintola;Laivarannantie 5;34600;Ruovesi;10.6.2020;Anniskelu A, kaikki alkoholijuomat;Terassi A;150;
Ruoveden Rantaravintola;Laivarannantie 5;34600;Ruovesi;10.6.2020;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;70;
Ruska Bar & Bistro;Keskustie 49;43900;Kinnula;13.11.2019;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;60;
Ruska Bar & Bistro;Keskustie 49;43900;Kinnula;13.11.2019;Anniskelu A, kaikki alkoholijuomat;Laajennettu terassialue;250;
Ruska Bar & Bistro;Keskustie 49;43900;Kinnula;13.11.2019;Anniskelu A, kaikki alkoholijuomat;Terassi;30;
Ruskon Grilli & Cafe;Louhimontie 2-4;90620;Oulu;15.4.2018;Anniskelu A, kaikki alkoholijuomat;Grilliravintolan etupiha terassi;150;
Ruskon Grilli & Cafe;Louhimontie 2-4;90620;Oulu;15.4.2018;Anniskelu A, kaikki alkoholijuomat;Grilliravintolan sisätila;24;
Ruskotunturin Kahvila;Ruskotunturintie 10;90620;Oulu;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Kahvila;50;
Ruskotunturin Kahvila;Ruskotunturintie 10;90620;Oulu;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Terassin lisäalue;110;
Ruskotunturin Kahvila;Ruskotunturintie 10;90620;Oulu;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Terassialue;40;
Rust Rust;Keskuskatu 10;48100;Kotka;13.5.2019;Anniskelu A, kaikki alkoholijuomat;Liikehuoneisto;25;
Rutumin kartano;Hasselblattintie 5;7810;Lapinjärvi;14.6.2000;Anniskelu A, kaikki alkoholijuomat;Sali, alakerta;200;
Rutumin kartano;Hasselblattintie 5;7810;Lapinjärvi;14.6.2000;Anniskelu A, kaikki alkoholijuomat;Sali, yläkerta;200;
Rutumin kartano;Hasselblattintie 5;7810;Lapinjärvi;14.6.2000;Anniskelu A, kaikki alkoholijuomat;Kuistiterassi, alakerta;40;
Rutumin kartano;Hasselblattintie 5;7810;Lapinjärvi;14.6.2000;Anniskelu A, kaikki alkoholijuomat;Parveke, yläkerta;30;
Rutumin kartano;Hasselblattintie 5;7810;Lapinjärvi;14.6.2000;Anniskelu A, kaikki alkoholijuomat;Tapahtumakentän ulkoalue;200;
Rutumin kartano;Hasselblattintie 5;7810;Lapinjärvi;14.6.2000;Anniskelu A, kaikki alkoholijuomat;Tallin alakerta;120;
Rutumin kartano;Hasselblattintie 5;7810;Lapinjärvi;14.6.2000;Anniskelu A, kaikki alkoholijuomat;Huvimaja;20;
Rutumin kartano;Hasselblattintie 5;7810;Lapinjärvi;14.6.2000;Anniskelu A, kaikki alkoholijuomat;Huvimajan terassi;20;
Rutumin kartano;Hasselblattintie 5;7810;Lapinjärvi;14.6.2000;Anniskelu A, kaikki alkoholijuomat;Navetan yläkerta;200;
Ruufus;Valtionkatu 1;60100;Seinäjoki;7.11.2018;Anniskelu A, kaikki alkoholijuomat;Terassi;40;
Ruufus;Valtionkatu 1;60100;Seinäjoki;7.11.2018;Anniskelu A, kaikki alkoholijuomat;Liiketila;40;
Ruuhikosken Golfravintola;Isokoskentie 533;60550;Seinäjoki;5.4.2018;Ann.lupa sis. vähittäismyynnin;Sisätila;50;
Ruuhikosken Golfravintola;Isokoskentie 533;60550;Seinäjoki;5.4.2018;Ann.lupa sis. vähittäismyynnin;Alaterassi;80;
Ruuhikosken Golfravintola;Isokoskentie 533;60550;Seinäjoki;5.4.2018;Ann.lupa sis. vähittäismyynnin;Saunatila miehet;30;
Ruuhikosken Golfravintola;Isokoskentie 533;60550;Seinäjoki;5.4.2018;Ann.lupa sis. vähittäismyynnin;Saunatila naiset;15;
Ruuhikosken Golfravintola;Isokoskentie 533;60550;Seinäjoki;5.4.2018;Ann.lupa sis. vähittäismyynnin;Ulkotila;100;
Ruuhikosken Golfravintola;Isokoskentie 533;60550;Seinäjoki;5.4.2018;Ann.lupa sis. vähittäismyynnin;Saunan takaterassi;10;
Ruuhikosken Golfravintola;Isokoskentie 533;60550;Seinäjoki;5.4.2018;Ann.lupa sis. vähittäismyynnin;Kabinetti;18;
Ruuhka Pub;Hämeentie 30 C 21;530;Helsinki;27.11.2018;Anniskelu A, kaikki alkoholijuomat;Terassi;12;
Ruuhka Pub;Hämeentie 30 C 21;530;Helsinki;27.11.2018;Anniskelu A, kaikki alkoholijuomat;Sali;40;
Ruukin Kievari;Juankoskentie 10;73500;Kuopio;10.10.2018;Ann.lupa sis. vähittäismyynnin;Saunakabinetti;25;
Ruukin Kievari;Juankoskentie 10;73500;Kuopio;10.10.2018;Ann.lupa sis. vähittäismyynnin;Takkahuone & pukuhuone;12;
Ruukin Kievari;Juankoskentie 10;73500;Kuopio;10.10.2018;Ann.lupa sis. vähittäismyynnin;Takaterassi;150;
Ruukin Kievari;Juankoskentie 10;73500;Kuopio;10.10.2018;Ann.lupa sis. vähittäismyynnin;Etuterassi;36;
Ruukin Kievari;Juankoskentie 10;73500;Kuopio;10.10.2018;Ann.lupa sis. vähittäismyynnin;Saunan terassi;12;
Ruukin Kievari;Juankoskentie 10;73500;Kuopio;10.10.2018;Ann.lupa sis. vähittäismyynnin;Baari;25;
Ruukin Kievari;Juankoskentie 10;73500;Kuopio;10.10.2018;Ann.lupa sis. vähittäismyynnin;Yökerho;80;
Ruukin Kievari;Juankoskentie 10;73500;Kuopio;10.10.2018;Ann.lupa sis. vähittäismyynnin;Tanssiravintola;215;
Ruukin Krouvi;Ruukinrannantie 6;25660;Salo;8.3.2017;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;60;
Ruukin Krouvi;Ruukinrannantie 6;25660;Salo;8.3.2017;Anniskelu A, kaikki alkoholijuomat;Terassi;120;
Ruukin Sauna;Puistotie 2;25900;Kemiönsaari;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Saunan pukuhuone;20;
Ruukin Sauna;Puistotie 2;25900;Kemiönsaari;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Saunan terassi;20;
Ruukin Sauna;Puistotie 2;25900;Kemiönsaari;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Sisäkahvila;28;
Ruukin Sauna;Puistotie 2;25900;Kemiönsaari;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Kahvilan terassi;63;
Ruukin Tupa;Jyrkäntie 1881;74380;Sonkajärvi;15.6.2018;Ann.lupa sis. vähittäismyynnin;Kabinetti;10;
Ruukin Tupa;Jyrkäntie 1881;74380;Sonkajärvi;15.6.2018;Ann.lupa sis. vähittäismyynnin;Ulkoalue (tapahtumissa**);300;
Ruukin Tupa;Jyrkäntie 1881;74380;Sonkajärvi;15.6.2018;Ann.lupa sis. vähittäismyynnin;Kahvila;40;
Ruukin Tupa;Jyrkäntie 1881;74380;Sonkajärvi;15.6.2018;Ann.lupa sis. vähittäismyynnin;Terassi;40;
Ruukin Tupa;Jyrkäntie 1881;74380;Sonkajärvi;15.6.2018;Ann.lupa sis. vähittäismyynnin;Raastupa;40;
Ruukin Tupa;Jyrkäntie 1881;74380;Sonkajärvi;15.6.2018;Ann.lupa sis. vähittäismyynnin;Ravintola;40;
Ruunaan Tupa;Ruunaantie 129;81750;Lieksa;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Ulkoalue;30;
Ruunaan Tupa;Ruunaantie 129;81750;Lieksa;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Terassi;15;
Ruunaan Tupa;Ruunaantie 129;81750;Lieksa;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Sali;40;
Ruusulan Marja- ja Viinitila;Kuusisaarentie 168;41330;Laukaa;18.5.2002;Anniskelu A, kaikki alkoholijuomat;Terassi(1.4-31.10);20;
Ruusulan Marja- ja Viinitila;Kuusisaarentie 168;41330;Laukaa;18.5.2002;Anniskelu A, kaikki alkoholijuomat;Viinitupa;30;
Ruusulan keilahalli;Ruusulankatu 3-5;260;Helsinki;1.2.2017;Anniskelu A, kaikki alkoholijuomat;Saunakabinetit Ruusulankatu 5;30;
Ruusulan keilahalli;Ruusulankatu 3-5;260;Helsinki;1.2.2017;Anniskelu A, kaikki alkoholijuomat;Saunakabinetti, Ruusulankatu 3;25;
Ruusulan keilahalli;Ruusulankatu 3-5;260;Helsinki;1.2.2017;Anniskelu A, kaikki alkoholijuomat;Kabinetti, -1. krs;25;
Ruusulan keilahalli;Ruusulankatu 3-5;260;Helsinki;1.2.2017;Anniskelu A, kaikki alkoholijuomat;Kattoterassi, 2. krs;22;
Ruusulan keilahalli;Ruusulankatu 3-5;260;Helsinki;1.2.2017;Anniskelu A, kaikki alkoholijuomat;Ravintolasali keilahalli, -1. krs;150;
Ruusulan keilahalli;Ruusulankatu 3-5;260;Helsinki;1.2.2017;Anniskelu A, kaikki alkoholijuomat;Mercur ravintolasali, 2. krs;94;
Ruusulinna;Aspinniituntie 80;1900;Nurmijärvi;10.7.2003;Anniskelu A, kaikki alkoholijuomat;Kesälava kahvila;221;
Ruusulinna;Aspinniituntie 80;1900;Nurmijärvi;10.7.2003;Anniskelu A, kaikki alkoholijuomat;Ravintolasali B;55;
Ruusulinna;Aspinniituntie 80;1900;Nurmijärvi;10.7.2003;Anniskelu A, kaikki alkoholijuomat;Ravintolasali A;425;
Ruusulinna;Aspinniituntie 80;1900;Nurmijärvi;10.7.2003;Anniskelu A, kaikki alkoholijuomat;Tanssisali;300;
Ruusulinna;Aspinniituntie 80;1900;Nurmijärvi;10.7.2003;Anniskelu A, kaikki alkoholijuomat;Kesälava terassi;58;
Ruusuniemi;Merenkulkijankuja 3;980;Helsinki;2.1.2019;Ann.lupa sis. vähittäismyynnin;Sisätilat;100;
Ruusuniemi;Merenkulkijankuja 3;980;Helsinki;2.1.2019;Ann.lupa sis. vähittäismyynnin;Sauna- ja allasosasto;50;
Ruusuniemi;Merenkulkijankuja 3;980;Helsinki;2.1.2019;Ann.lupa sis. vähittäismyynnin;Piha-alue;150;
Ruusuniemi;Merenkulkijankuja 3;980;Helsinki;2.1.2019;Ann.lupa sis. vähittäismyynnin;Terassialue;80;
Ruutanan Oluthuone;Mäntytie 12;36110;Kangasala;1.1.2017;Anniskelu A, kaikki alkoholijuomat;Pubi;60;
Ruutanan Oluthuone;Mäntytie 12;36110;Kangasala;1.1.2017;Anniskelu A, kaikki alkoholijuomat;Terassi;60;
Ryhmäteatteri;Helsinginkatu 25;510;Helsinki;20.4.2007;Anniskelu A, kaikki alkoholijuomat;Väliaikabaari;201;
Rymiksen Mummola;Viluntie 1;21140;Naantali;4.12.2018;Anniskelu A, kaikki alkoholijuomat;Sisätila;40;
Rymiksen Mummola;Viluntie 1;21140;Naantali;4.12.2018;Anniskelu A, kaikki alkoholijuomat;Ulkotila;40;
Rymy-Eetu;Erottajankatu 15-17;130;Helsinki;4.1.2008;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;300;
Rystybaari;Eljaalantie 1;39200;Hämeenkyrö;25.9.2020;Määräaikainen A, kaikki alkoholijuomat;Rystybaari;90;
Rytmi Ravintola;Toinen linja 2;530;Helsinki;29.2.2016;Anniskelu A, kaikki alkoholijuomat;Sali;92;
Rytmi Ravintola;Toinen linja 2;530;Helsinki;29.2.2016;Anniskelu A, kaikki alkoholijuomat;Terassi;28;
Rytmikorjaamo;Vaasantie 11;60100;Seinäjoki;15.2.2006;Anniskelu A, kaikki alkoholijuomat;Terassialue takapiha ympärivuotinen;60;
Rytmikorjaamo;Vaasantie 11;60100;Seinäjoki;15.2.2006;Anniskelu A, kaikki alkoholijuomat;Terassialue etupiha, ympärivuotinen;30;
Rytmikorjaamo;Vaasantie 11;60100;Seinäjoki;15.2.2006;Anniskelu A, kaikki alkoholijuomat;Rytmikorjaamo;970;
Rytmikorjaamo;Vaasantie 11;60100;Seinäjoki;15.2.2006;Anniskelu A, kaikki alkoholijuomat;Terassialue etupiha;1500;
Ryötin tila;Loimaantie 272;32440;Loimaa;3.4.2009;Anniskelu A, kaikki alkoholijuomat;Aittakahvilan aidattu ulkoalue;30;
Ryötin tila;Loimaantie 272;32440;Loimaa;3.4.2009;Anniskelu A, kaikki alkoholijuomat;Aittakahvila;24;
Ryötin tila;Loimaantie 272;32440;Loimaa;3.4.2009;Anniskelu A, kaikki alkoholijuomat;Kivinavetan terassi;25;
Ryötin tila;Loimaantie 272;32440;Loimaa;3.4.2009;Anniskelu A, kaikki alkoholijuomat;Kivinavetan juhlatila;140;
Rämsöön Seurantalo;Halisevantie 22;37350;Vesilahti;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Sali;40;
Rämäkkä Holidays;Rämäkkätie 50;77700;Rautalampi;10.5.2018;Ann.lupa sis. vähittäismyynnin;Terassi;100;
Rämäkkä Holidays;Rämäkkätie 50;77700;Rautalampi;10.5.2018;Ann.lupa sis. vähittäismyynnin;Ravintolasali;66;
Ränni Bar;Savontie 1;76100;Pieksämäki;17.9.2018;Anniskelu A, kaikki alkoholijuomat;Terassi;22;
Ränni Bar;Savontie 1;76100;Pieksämäki;17.9.2018;Anniskelu A, kaikki alkoholijuomat;Pubi;89;
Ränssin Kievari;Kuikantie 340;41140;Jyväskylä;22.11.1991;Anniskelu A, kaikki alkoholijuomat;Takkahuone;15;
Ränssin Kievari;Kuikantie 340;41140;Jyväskylä;22.11.1991;Anniskelu A, kaikki alkoholijuomat;Rantasauna;25;
Ränssin Kievari;Kuikantie 340;41140;Jyväskylä;22.11.1991;Anniskelu A, kaikki alkoholijuomat;Kesäpiha;100;
Ränssin Kievari;Kuikantie 340;41140;Jyväskylä;22.11.1991;Anniskelu A, kaikki alkoholijuomat;Kuisti;25;
Ränssin Kievari;Kuikantie 340;41140;Jyväskylä;22.11.1991;Anniskelu A, kaikki alkoholijuomat;Kabinetti;45;
Ränssin Kievari;Kuikantie 340;41140;Jyväskylä;22.11.1991;Anniskelu A, kaikki alkoholijuomat;Savusauna;25;
Ränssin Kievari;Kuikantie 340;41140;Jyväskylä;22.11.1991;Anniskelu A, kaikki alkoholijuomat;Tupa;80;
Ränssin Kievari;Kuikantie 340;41140;Jyväskylä;22.11.1991;Anniskelu A, kaikki alkoholijuomat;Baari;10;
Rådhus Källaren;Museigatan 2 C 40;10600;Raasepori;30.10.2015;Anniskelu A, kaikki alkoholijuomat;Källaren;78;
Råttis;Skräbbölentie 2;21600;PARAINEN;15.5.2015;Anniskelu A, kaikki alkoholijuomat;Terassi;60;
Råttis;Skräbbölentie 2;21600;PARAINEN;15.5.2015;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;60;
Rönnin Lava;Eräjärventie 946;35220;Orivesi;12.5.2018;Ann.lupa sis. vähittäismyynnin;Pub Uitto;100;
Rönnin Lava;Eräjärventie 946;35220;Orivesi;12.5.2018;Ann.lupa sis. vähittäismyynnin;Terassiala-alue;600;
Rönnin Lava;Eräjärventie 946;35220;Orivesi;12.5.2018;Ann.lupa sis. vähittäismyynnin;Jaskansali;50;
Rönnin Lava;Eräjärventie 946;35220;Orivesi;12.5.2018;Ann.lupa sis. vähittäismyynnin;Tanssilava;350;
Rönnin Lava;Eräjärventie 946;35220;Orivesi;12.5.2018;Ann.lupa sis. vähittäismyynnin;Laajennettu Terassialue;700;
Rönnin Lava;Eräjärventie 946;35220;Orivesi;12.5.2018;Ann.lupa sis. vähittäismyynnin;Kahvila-Ravintola;120;
Rönnvikin viinitila;Hämeenlinnantie 270;36660;Pälkäne;1.6.1995;Anniskelu A, kaikki alkoholijuomat;Pikku-Valakka Keltainen sali;150;
Rönnvikin viinitila;Hämeenlinnantie 270;36660;Pälkäne;1.6.1995;Anniskelu A, kaikki alkoholijuomat;Pikku-Valakka Kahvio;58;
Rönnvikin viinitila;Hämeenlinnantie 270;36660;Pälkäne;1.6.1995;Anniskelu A, kaikki alkoholijuomat;Kamreerin kabinetti;49;
Rönnvikin viinitila;Hämeenlinnantie 270;36660;Pälkäne;1.6.1995;Anniskelu A, kaikki alkoholijuomat;Tallin vintti;200;
Rönnvikin viinitila;Hämeenlinnantie 270;36660;Pälkäne;1.6.1995;Anniskelu A, kaikki alkoholijuomat;Ulkoalue Pikku-Valakan ymp+terassi;200;
Rönnvikin viinitila;Hämeenlinnantie 270;36660;Pälkäne;1.6.1995;Anniskelu A, kaikki alkoholijuomat;Pikku-Valakka Sininen sali;60;
Röölän Rantaravintola;Rööläntie 405;21150;Naantali;1.6.2020;Ann.lupa sis. vähittäismyynnin;Yläkerta ravintolasali;100;
Röölän Rantaravintola;Rööläntie 405;21150;Naantali;1.6.2020;Ann.lupa sis. vähittäismyynnin;Alakerta ravintolasali;70;
Röölän Rantaravintola;Rööläntie 405;21150;Naantali;1.6.2020;Ann.lupa sis. vähittäismyynnin;Alakerta terassi;60;
Röölän Rantaravintola;Rööläntie 405;21150;Naantali;1.6.2020;Ann.lupa sis. vähittäismyynnin;Yläkerta terassi;60;
Röölän Rantaravintola;Rööläntie 405;21150;Naantali;1.6.2020;Ann.lupa sis. vähittäismyynnin;Alakerta saunakabinetti;10;
Rööperin Hopstop olutpuoti;Annankatu 3;120;Helsinki;21.3.2018;Ann.lupa sis. vähittäismyynnin;Ravintolasali;117;
S-Kahvio;Juvankatu 16;33710;Tampere;1.3.2018;Anniskelu A, kaikki alkoholijuomat;VIP- tila;26;
S-Kahvio;Juvankatu 16;33710;Tampere;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Terassi;30;
S-Kahvio;Juvankatu 16;33710;Tampere;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Aitio;24;
S-Kahvio;Juvankatu 16;33710;Tampere;1.3.2018;Anniskelu A, kaikki alkoholijuomat;kahvila;40;
S-Pub Jouppilan Vuoren jäähalli;Alaseinäjoenkatu 10;60320;Seinäjoki;8.10.2018;Anniskelu A, kaikki alkoholijuomat;Vip K-18 -anniskelukatsomo 2.krs.;8;
S-Pub Jouppilan Vuoren jäähalli;Alaseinäjoenkatu 10;60320;Seinäjoki;8.10.2018;Anniskelu A, kaikki alkoholijuomat;Vip -tilat 2.krs.;65;
